symbol,market_cap_cr,current_price,pe,roce_pct,roe_pct,book_value,sales_growth_ttm,sales_growth_3y,sales_growth_5y,profit_growth_ttm,profit_growth_3y,profit_growth_5y,np_latest_q,np_yoy_q,loss_to_profit,opm_latest_q,opm_yoy_q,np_yoy_streak,opm_yoy_streak,sales_latest_q,sales_yoy_q,sales_yoy_pct,sales_yoy_streak,debt_cr,debt_3y_ago_cr,debt_to_equity,cfo_last_cr,equity_cap_now,equity_cap_3y_ago,reserves_now,reserves_3y_ago,shares_out_cr,promoter_pct,promoter_pct_4q_ago,fii_pct,fii_pct_4q_ago,dii_pct,dii_pct_4q_ago,pledge_pct,fetched_at,source
NIACL,29227.0,177.0,38.0,4.29,4.92,0.0,11.0,7.0,9.0,-36.0,99.0,-3.0,-239.0,402.0,False,-1.7,1.6,0.0,0.0,11900.0,11719.0,1.5,5.0,0.0,0.0,0.0,-4532.0,824.0,824.0,27707.0,25040.0,164.8,85.44,85.44,1.02,1.01,11.17,11.18,,2026-08-17T06:06:16,https://www.screener.in/company/NIACL/consolidated/
ENDURANCE,40856.0,2904.0,43.8,17.8,14.9,486.0,26.0,18.0,17.0,25.0,26.0,12.0,276.0,245.0,False,14.0,14.0,9.0,0.0,4086.0,2963.0,37.9,9.0,1327.0,515.0,0.19,1851.0,141.0,141.0,6700.0,4271.0,14.1,75.0,75.0,12.69,13.84,10.06,9.05,,2026-08-09T05:53:03,https://www.screener.in/company/ENDURANCE/consolidated/
WESTLIFE,8952.0,574.0,,6.34,-3.79,39.7,7.0,5.0,22.0,-187.0,,12.0,0.59,1.23,False,12.63,12.97,0.0,0.0,735.64,657.63,11.9,9.0,1805.0,1203.0,2.92,352.0,31.0,31.0,588.0,535.0,15.5,56.39,56.25,6.94,10.41,28.31,24.79,,2026-08-19T05:33:55,https://www.screener.in/company/WESTLIFE/consolidated/
SAPPHIRE,7544.0,235.0,3065.0,3.98,-1.03,43.3,10.0,11.0,25.0,-86.0,,13.0,14.0,-2.0,True,16.0,15.0,1.0,2.0,891.0,777.0,14.7,9.0,1417.0,963.0,1.02,507.0,64.0,64.0,1326.0,1192.0,32.0,26.06,26.06,25.25,31.31,41.92,37.25,,2026-08-16T05:17:32,https://www.screener.in/company/SAPPHIRE/consolidated/
JUSTDIAL,5792.0,681.0,41.5,4.81,3.63,473.0,23.0,16.0,3.0,201.0,1.0,-2.0,116.0,84.0,False,26.0,14.0,7.0,6.0,270.0,233.0,15.9,8.0,85.0,63.0,0.02,259.0,85.0,62.0,3938.0,1202.0,8.5,74.14,74.15,3.21,5.93,9.87,9.05,,2026-08-16T05:17:51,https://www.screener.in/company/JUSTDIAL/consolidated/
NEWGEN,7852.0,551.0,22.9,25.0,19.6,125.0,8.0,17.0,19.0,8.0,22.0,21.0,63.0,50.0,False,16.0,14.0,1.0,2.0,357.0,321.0,11.2,9.0,39.0,43.0,0.02,232.0,141.0,70.0,1636.0,913.0,14.1,53.45,53.76,13.78,17.62,8.15,9.58,,2026-08-09T05:48:52,https://www.screener.in/company/NEWGEN/consolidated/
AVANTIFEED,12351.0,907.0,22.2,24.4,18.3,241.0,8.0,6.0,8.0,14.0,28.0,12.0,139.0,157.0,False,11.0,13.0,0.0,0.0,1468.0,1382.0,6.2,7.0,13.0,3.0,0.0,505.0,14.0,14.0,3272.0,2082.0,14.0,43.23,43.23,7.19,6.98,7.35,4.19,,2026-08-09T05:52:37,https://www.screener.in/company/AVANTIFEED/consolidated/
KAYNES,25504.0,3805.0,69.7,13.2,9.64,708.0,33.0,48.0,54.0,28.0,57.0,108.0,91.0,116.0,False,16.0,17.0,0.0,0.0,1243.0,984.0,26.3,9.0,913.0,155.0,0.19,-600.0,67.0,58.0,4681.0,901.0,6.7,53.46,53.46,5.82,10.71,11.78,23.66,,2026-08-02T07:22:03,https://www.screener.in/company/KAYNES/consolidated/
CCAVENUE,5383.0,15.4,18.1,7.71,6.64,13.6,110.0,61.0,64.0,39.0,30.0,31.0,85.0,58.0,False,3.7,6.0,4.0,0.0,2680.0,1280.0,109.4,9.0,430.0,8.0,0.09,537.0,349.0,268.0,4397.0,2898.0,349.0,27.29,27.28,5.93,5.91,0.17,0.22,,2026-08-16T05:03:26,https://www.screener.in/company/CCAVENUE/consolidated/
BBTC,9959.0,1427.0,8.04,33.0,18.7,1009.0,7.0,6.0,8.0,10.0,31.0,26.0,583.0,498.0,False,16.0,15.0,6.0,1.0,5089.0,4712.0,8.0,9.0,1590.0,6542.0,0.23,2419.0,14.0,14.0,7028.0,4018.0,7.0,74.04,74.05,9.46,9.3,1.04,1.43,,2026-08-22T05:33:09,https://www.screener.in/company/BBTC/consolidated/
CIEINDIA,15465.0,408.0,17.2,14.7,11.8,204.0,13.0,2.0,9.0,15.0,127.0,54.0,236.0,204.0,False,15.0,14.0,4.0,1.0,2621.0,2369.0,10.6,5.0,513.0,855.0,0.07,1258.0,379.0,379.0,7364.0,5609.0,37.9,65.7,65.7,4.95,4.23,20.65,21.52,,2026-08-17T06:07:07,https://www.screener.in/company/CIEINDIA/consolidated/
JMFINANCIL,12099.0,126.0,11.5,11.6,11.9,111.0,-5.0,9.0,6.0,-4.0,27.0,16.0,369.0,459.0,False,58.0,76.0,0.0,0.0,1201.0,1111.0,8.1,1.0,11635.0,15939.0,1.09,581.0,96.0,95.0,10562.0,8041.0,96.0,57.03,56.61,16.95,18.38,5.5,5.61,,2026-08-16T05:18:43,https://www.screener.in/company/JMFINANCIL/consolidated/
THOMASCOOK,4603.0,97.8,20.7,14.8,9.27,54.1,3.0,18.0,60.0,-13.0,222.0,24.0,31.0,66.0,False,4.0,5.0,0.0,0.0,1771.0,1969.0,-10.1,0.0,539.0,539.0,0.21,643.0,47.0,47.0,2499.0,1666.0,47.0,64.77,63.83,6.18,5.32,6.53,7.33,,2026-07-26T07:28:54,https://www.screener.in/company/THOMASCOOK/consolidated/
SWSOLAR,4786.0,205.0,15.3,26.8,40.1,27.8,3.0,55.0,8.0,186.0,32.0,26.0,53.0,39.0,False,5.0,4.8,2.0,2.0,1590.0,1762.0,-9.8,0.0,1191.0,2030.0,1.84,-257.0,23.0,19.0,626.0,-244.0,23.0,45.73,45.73,5.07,7.11,4.8,3.18,27.6,2026-08-09T05:54:24,https://www.screener.in/company/SWSOLAR/consolidated/
JKCEMENT,41002.0,5306.0,42.0,15.1,15.6,911.0,16.0,12.0,16.0,6.0,33.0,7.0,275.0,324.0,False,16.0,21.0,0.0,0.0,4032.0,3353.0,20.3,6.0,6183.0,5292.0,0.88,1873.0,77.0,77.0,6960.0,4607.0,7.7,45.66,45.66,16.85,18.57,23.72,21.74,,2026-08-16T05:18:29,https://www.screener.in/company/JKCEMENT/consolidated/
COLPAL,55213.0,2030.0,128.0,179.0,158.0,12.1,15.0,15.0,,50.0,33.0,,,,False,,,,,,,,,5.0,4.0,0.02,404.0,14.0,136.0,317.0,142.0,14.0,51.0,51.0,13.6,17.16,15.54,11.95,,2026-08-09T05:50:02,https://www.screener.in/company/COLPAL/consolidated/
SWIGGY,78630.0,285.0,,-24.1,-29.1,66.4,47.0,41.0,55.0,-1.0,0.0,,-791.0,-1197.0,False,-10.0,-19.0,2.0,4.0,6812.0,4961.0,37.3,9.0,2551.0,16162.0,0.14,-2898.0,261.0,3.0,18053.0,-6509.0,261.0,,,13.96,12.23,27.38,15.95,,2026-08-02T07:20:10,https://www.screener.in/company/SWIGGY/consolidated/
FORCEMOT,23588.0,17902.0,21.4,36.1,29.2,3183.0,8.0,22.0,35.0,82.0,221.0,66.0,217.0,176.0,False,13.0,14.0,1.0,0.0,2440.0,2297.0,6.2,9.0,0.0,955.0,0.0,1297.0,13.0,13.0,4181.0,1862.0,1.3,61.63,61.63,9.51,10.27,1.46,1.48,,2026-08-02T07:25:26,https://www.screener.in/company/FORCEMOT/consolidated/
SHARDACROP,7054.0,782.0,11.3,30.2,23.2,348.0,19.0,9.0,17.0,49.0,26.0,24.0,88.0,143.0,False,17.0,22.0,0.0,0.0,1074.0,985.0,9.0,9.0,0.0,3.0,0.0,656.0,90.0,90.0,3046.0,2142.0,9.0,74.82,74.82,3.12,5.26,9.18,9.26,,2026-08-17T06:08:50,https://www.screener.in/company/SHARDACROP/consolidated/
AADHARHFC,21386.0,489.0,18.5,11.4,15.9,173.0,18.0,22.0,19.0,22.0,25.0,27.0,282.0,237.0,False,37.0,36.0,9.0,3.0,,,,,,,,-2808.0,436.0,395.0,7105.0,3303.0,43.6,64.66,75.32,5.8,6.11,9.92,8.25,,2026-08-17T06:07:50,https://www.screener.in/company/AADHARHFC/consolidated/
AAVAS,10944.0,1380.0,22.3,9.91,13.9,477.0,25.0,22.0,23.0,14.0,19.0,23.0,142.0,127.0,False,34.0,37.0,9.0,0.0,,,,,,,,-1987.0,79.0,78.0,3694.0,2322.0,7.9,48.88,48.96,16.28,25.88,22.15,14.13,,2026-08-19T05:35:44,https://www.screener.in/company/AAVAS/consolidated/
ABFRL,6865.0,56.2,,-3.07,-11.7,47.8,11.0,-13.0,9.0,-25.0,,-2.0,-164.0,-24.0,False,9.0,12.0,0.0,0.0,1990.0,1719.0,15.8,5.0,6189.0,6573.0,1.06,161.0,1221.0,949.0,4619.0,2394.0,122.1,46.61,46.61,12.87,18.62,5.69,8.07,,2026-07-26T07:27:47,https://www.screener.in/company/ABFRL/consolidated/
ABLBL,11474.0,94.0,54.9,14.7,15.6,11.6,7.0,,,68.0,,,55.0,38.0,False,16.0,16.0,4.0,0.0,2174.0,1942.0,11.9,4.0,3018.0,,2.14,1219.0,1221.0,,192.0,,122.1,46.6,46.6,12.7,21.59,20.8,11.48,,2026-07-26T07:29:41,https://www.screener.in/company/ABLBL/consolidated/
ABREL,15615.0,1398.0,,-4.48,-2.64,331.0,-55.0,-53.0,-31.0,-250.0,,,-35.0,-27.0,False,-30.0,-29.0,0.0,0.0,189.0,146.0,29.5,1.0,5636.0,1059.0,1.52,747.0,112.0,112.0,3589.0,3775.0,11.2,50.21,50.21,9.26,9.11,16.63,16.43,,2026-08-17T06:05:55,https://www.screener.in/company/ABREL/consolidated/
AFCONS,9886.0,269.0,48.2,13.9,5.61,148.0,-12.0,-2.0,5.0,-62.0,-11.0,12.0,30.0,137.0,False,9.0,13.0,0.0,0.0,2671.0,3370.0,-20.7,0.0,3627.0,2062.0,0.67,-127.0,368.0,72.0,5082.0,2654.0,36.8,50.17,50.17,12.15,12.81,20.07,17.94,100.0,2026-08-16T05:19:05,https://www.screener.in/company/AFCONS/consolidated/
AFFLE,23183.0,1646.0,48.5,16.8,13.8,259.0,20.0,24.0,39.0,19.0,23.0,28.0,128.0,106.0,False,22.0,23.0,9.0,0.0,747.0,621.0,20.3,9.0,15.0,106.0,0.0,502.0,28.0,27.0,3624.0,1438.0,14.0,54.91,54.97,15.37,19.02,18.77,14.68,,2026-08-09T05:52:43,https://www.screener.in/company/AFFLE/consolidated/
ARE&M,17052.0,932.0,30.7,12.2,7.18,442.0,8.0,10.0,14.0,-28.0,-10.0,-3.0,314.0,162.0,False,11.0,11.0,1.0,0.0,3536.0,3060.0,15.6,9.0,406.0,201.0,0.05,1118.0,18.0,17.0,8081.0,5990.0,18.0,32.86,32.86,17.34,17.97,15.31,16.24,,2026-08-09T05:49:02,https://www.screener.in/company/ARE%26M/consolidated/
AMBER,26241.0,7440.0,133.0,10.2,5.95,1242.0,22.0,21.0,32.0,-19.0,7.0,18.0,162.0,118.0,False,7.0,8.0,1.0,0.0,4148.0,3754.0,10.5,2.0,2702.0,1455.0,0.62,240.0,35.0,34.0,4337.0,1875.0,3.5,38.09,38.22,20.47,30.61,30.54,20.2,,2026-08-02T07:24:32,https://www.screener.in/company/AMBER/consolidated/
ANANTRAJ,22474.0,624.0,40.5,12.1,11.2,161.0,22.0,38.0,59.0,30.0,54.0,120.0,149.0,119.0,False,26.0,26.0,9.0,0.0,647.0,541.0,19.6,9.0,681.0,1079.0,0.12,-435.0,72.0,65.0,5717.0,2760.0,36.0,57.43,60.12,10.74,10.72,4.6,5.82,,2026-08-02T07:24:21,https://www.screener.in/company/ANANTRAJ/consolidated/
ANURAS,13828.0,1215.0,81.3,7.36,5.5,293.0,65.0,14.0,24.0,82.0,-2.0,19.0,56.0,63.0,False,22.0,29.0,0.0,0.0,636.0,500.0,27.2,6.0,1867.0,822.0,0.56,334.0,146.0,107.0,3188.0,2265.0,14.6,59.07,59.07,7.72,7.63,0.38,1.37,,2026-08-09T05:53:33,https://www.screener.in/company/ANURAS/consolidated/
APTUS,12545.0,250.0,12.7,15.4,20.1,101.0,21.0,26.0,28.0,23.0,23.0,29.0,261.0,219.0,False,54.0,54.0,9.0,0.0,,,,,,,,-489.0,100.0,100.0,4960.0,3240.0,50.0,23.86,23.87,29.96,35.36,29.9,25.87,,2026-08-16T05:18:19,https://www.screener.in/company/APTUS/consolidated/
ASAHIINDIA,22910.0,899.0,51.3,11.8,10.7,154.0,10.0,7.0,16.0,37.0,-1.0,23.0,149.0,55.0,False,23.0,16.0,2.0,3.0,1413.0,1229.0,15.0,3.0,2198.0,1401.0,0.56,502.0,25.0,24.0,3907.0,2050.0,25.0,51.58,51.58,4.85,4.87,5.26,5.16,,2026-08-09T05:37:06,https://www.screener.in/company/ASAHIINDIA/consolidated/
ATUL,19944.0,6774.0,25.1,14.9,11.5,2113.0,16.0,5.0,11.0,59.0,9.0,1.0,254.0,132.0,False,21.0,16.0,9.0,2.0,1848.0,1478.0,25.0,9.0,183.0,52.0,0.03,1023.0,29.0,30.0,6192.0,4642.0,2.9,45.33,45.21,7.44,8.31,25.93,24.95,,2026-08-09T05:53:24,https://www.screener.in/company/ATUL/consolidated/
BEML,14890.0,1788.0,83.4,7.71,4.86,352.0,13.0,4.0,4.0,-40.0,-2.0,16.0,-27.0,-64.0,False,0.2,-8.0,1.0,1.0,820.0,634.0,29.3,3.0,309.0,381.0,0.11,118.0,42.0,42.0,2892.0,2380.0,8.4,54.03,54.03,5.48,5.82,19.4,18.54,,2026-08-09T05:53:17,https://www.screener.in/company/BEML/consolidated/
BLS,11451.0,278.0,16.2,29.3,32.7,59.8,32.0,26.0,44.0,25.0,50.0,69.0,202.0,181.0,False,28.0,29.0,9.0,0.0,891.0,711.0,25.3,9.0,431.0,7.0,0.17,903.0,41.0,41.0,2422.0,762.0,41.0,70.39,70.39,4.14,6.82,3.1,2.9,,2026-08-16T05:17:45,https://www.screener.in/company/BLS/consolidated/
BANDHANBNK,28359.0,176.0,21.0,6.41,4.88,159.0,0.0,11.0,12.0,-34.0,-18.0,-11.0,502.0,372.0,False,1.0,-4.0,2.0,3.0,,,,,,,,1143.0,1611.0,1611.0,23964.0,17973.0,161.1,37.54,40.29,18.64,23.44,27.47,17.82,,2026-08-09T05:37:28,https://www.screener.in/company/BANDHANBNK/
BATAINDIA,9620.0,748.0,55.3,12.7,10.6,124.0,2.0,1.0,16.0,-21.0,-19.0,32.0,64.0,52.0,False,21.0,21.0,1.0,0.0,979.0,942.0,3.9,3.0,1387.0,1246.0,0.87,595.0,64.0,64.0,1531.0,1374.0,12.8,50.16,50.16,6.38,6.89,27.22,29.39,,2026-08-17T06:06:05,https://www.screener.in/company/BATAINDIA/consolidated/
BAYERCROP,18290.0,4070.0,372.0,20.1,15.8,84.5,9.0,,,15.0,,,,,False,,,,,,,,,112.0,,0.34,38.0,40.0,,294.0,,4.0,71.44,71.44,3.97,3.8,11.64,11.22,,2026-08-19T05:33:07,https://www.screener.in/company/BAYERCROP/consolidated/
BIKAJI,15188.0,606.0,58.1,19.8,17.5,64.1,14.0,15.0,18.0,29.0,24.0,24.0,59.0,59.0,False,13.0,15.0,0.0,0.0,734.0,653.0,12.4,5.0,299.0,170.0,0.19,304.0,25.0,25.0,1582.0,931.0,25.0,73.88,73.92,4.61,6.34,17.51,14.77,,2026-08-22T05:34:24,https://www.screener.in/company/BIKAJI/consolidated/
BSOFT,8905.0,318.0,14.9,21.2,14.1,147.0,1.0,3.0,8.0,26.0,18.0,11.0,161.0,106.0,False,16.0,12.0,3.0,4.0,1379.0,1285.0,7.3,2.0,141.0,102.0,0.03,481.0,56.0,55.0,4057.0,2393.0,28.0,40.38,40.53,12.78,11.25,21.98,21.92,,2026-08-09T05:50:37,https://www.screener.in/company/BSOFT/consolidated/
BLUEDART,12062.0,5083.0,37.2,16.6,16.8,749.0,9.0,6.0,13.0,31.0,-8.0,19.0,88.0,49.0,False,16.0,14.0,1.0,1.0,1658.0,1442.0,15.0,9.0,1142.0,1120.0,0.64,810.0,24.0,24.0,1753.0,1156.0,2.4,75.0,75.0,3.35,5.04,14.47,13.13,,2026-08-22T05:32:19,https://www.screener.in/company/BLUEDART/consolidated/
FIRSTCRY,10841.0,208.0,,0.57,-2.37,92.5,12.0,15.0,40.0,25.0,21.0,,-44.0,-67.0,False,2.8,1.8,2.0,2.0,2106.0,1863.0,13.0,9.0,1594.0,906.0,0.33,365.0,97.0,81.0,4730.0,3368.0,48.5,,,3.61,5.22,22.71,21.04,,2026-08-17T06:11:01,https://www.screener.in/company/FIRSTCRY/consolidated/
BRIGADE,19300.0,592.0,28.3,10.5,10.5,209.0,5.0,18.0,24.0,-9.0,35.0,89.0,217.0,158.0,False,32.0,25.0,1.0,1.0,1116.0,1281.0,-12.9,0.0,6344.0,4634.0,0.93,-137.0,245.0,231.0,6576.0,3014.0,24.5,41.1,41.13,15.63,18.67,25.46,23.28,,2026-08-16T05:19:44,https://www.screener.in/company/BRIGADE/consolidated/
MAPMYINDIA,5554.0,1014.0,40.3,19.1,12.0,165.0,2.0,19.0,25.0,-12.0,2.0,16.0,50.0,46.0,False,40.0,45.0,2.0,0.0,140.0,122.0,14.8,2.0,7.0,29.0,0.01,93.0,11.0,11.0,894.0,531.0,5.5,51.41,51.36,1.52,4.63,12.74,13.07,,2026-08-09T05:51:21,https://www.screener.in/company/MAPMYINDIA/consolidated/
CESC,22376.0,169.0,14.4,10.6,12.6,94.5,9.0,9.0,10.0,13.0,6.0,3.0,419.0,404.0,False,16.0,17.0,5.0,0.0,5485.0,5202.0,5.4,9.0,21671.0,14263.0,1.73,4057.0,133.0,133.0,12397.0,10777.0,133.0,52.11,52.11,11.46,11.09,26.14,25.65,,2026-08-17T06:04:15,https://www.screener.in/company/CESC/consolidated/
CANFINHOME,10801.0,811.0,9.53,9.14,19.7,449.0,8.0,15.0,16.0,28.0,20.0,19.0,268.0,224.0,False,31.0,28.0,9.0,4.0,,,,,,,,-2910.0,27.0,27.0,5954.0,3621.0,13.5,29.99,29.99,13.23,12.52,24.53,23.88,,2026-08-17T06:03:54,https://www.screener.in/company/CANFINHOME/
CASTROLIND,18479.0,187.0,17.1,60.3,45.9,19.3,12.0,6.0,14.0,13.0,6.0,10.0,348.0,244.0,False,26.0,23.0,2.0,1.0,1871.0,1497.0,25.0,9.0,53.0,77.0,0.03,1090.0,495.0,495.0,1414.0,1627.0,99.0,51.0,51.0,8.17,10.27,13.63,14.95,,2026-08-16T05:18:06,https://www.screener.in/company/CASTROLIND/
CEATLTD,14414.0,3563.0,22.6,19.2,16.1,1247.0,21.0,11.0,16.0,39.0,54.0,10.0,4.0,112.0,False,8.45,10.97,0.0,0.0,4318.0,3529.0,22.4,9.0,3272.0,2295.0,0.65,1786.0,40.0,40.0,5006.0,3399.0,4.0,47.29,47.21,13.82,16.21,22.19,21.05,,2026-08-23T05:07:41,https://www.screener.in/company/CEATLTD/consolidated/
CENTRALBK,28086.0,31.0,6.15,5.64,11.9,45.2,9.0,12.0,10.0,8.0,39.0,46.0,1325.0,1284.0,False,8.0,0.0,1.0,2.0,,,,,,,,2804.0,9051.0,8681.0,29950.0,20536.0,905.1,81.19,89.27,0.93,0.88,10.95,4.86,,2026-07-26T07:27:20,https://www.screener.in/company/CENTRALBK/consolidated/
CDSL,29028.0,1389.0,61.6,32.0,24.5,93.8,9.0,27.0,27.0,-5.0,18.0,18.0,118.0,102.0,False,47.0,50.0,1.0,0.0,293.0,259.0,13.1,3.0,2.0,2.0,0.0,467.0,209.0,104.0,1751.0,1109.0,20.9,15.0,15.0,8.24,11.54,15.19,14.18,,2026-08-23T05:07:52,https://www.screener.in/company/CDSL/consolidated/
CHALET,18876.0,862.0,35.3,17.1,19.2,169.0,6.0,35.0,58.0,88.0,60.0,47.0,86.0,203.0,False,46.0,40.0,0.0,7.0,512.0,895.0,-42.8,0.0,2368.0,2853.0,0.64,1067.0,219.0,205.0,3479.0,1337.0,21.9,67.29,67.34,4.26,5.73,24.99,23.4,31.9,2026-08-23T05:07:45,https://www.screener.in/company/CHALET/consolidated/
CHAMBLFERT,17563.0,438.0,9.12,25.2,20.0,260.0,16.0,-9.0,10.0,10.0,24.0,6.0,524.0,549.0,False,16.0,13.0,0.0,2.0,5027.0,5698.0,-11.8,0.0,1068.0,3358.0,0.1,138.0,401.0,416.0,10007.0,6652.0,40.1,61.34,60.58,14.92,18.34,5.34,4.01,,2026-08-17T06:04:18,https://www.screener.in/company/CHAMBLFERT/consolidated/
CHOICEIN,18739.0,841.0,86.1,18.0,16.1,75.0,22.0,42.0,45.0,34.0,54.0,67.0,68.0,54.0,False,38.0,38.0,5.0,0.0,307.0,253.0,21.3,9.0,908.0,206.0,0.54,-267.0,223.0,100.0,1449.0,378.0,22.3,53.66,56.61,10.1,12.97,0.28,0.28,,2026-08-09T05:49:38,https://www.screener.in/company/CHOICEIN/consolidated/
CHOLAHLDNG,30570.0,1628.0,12.5,9.75,17.5,823.0,18.0,29.0,23.0,12.0,24.0,24.0,1626.0,1362.0,False,20.0,21.0,9.0,0.0,,,,,,,,-30033.0,19.0,19.0,15435.0,7642.0,19.0,46.44,46.42,13.0,17.39,26.89,22.52,,2026-08-09T05:53:30,https://www.screener.in/company/CHOLAHLDNG/consolidated/
CLEAN,8731.0,822.0,37.5,20.6,15.3,149.0,0.0,1.0,13.0,-13.0,-8.0,3.0,73.0,70.0,False,36.0,41.0,1.0,0.0,268.0,243.0,10.3,1.0,2.0,2.0,0.0,275.0,11.0,11.0,1573.0,999.0,11.0,51.29,50.96,13.37,11.14,16.23,18.97,,2026-08-16T05:18:22,https://www.screener.in/company/CLEAN/consolidated/
COHANCE,16920.0,442.0,157.0,8.35,7.04,102.0,-20.0,19.0,18.0,-77.0,-21.0,-11.0,-45.0,46.0,False,0.3,20.0,0.0,0.0,422.0,549.0,-23.1,0.0,400.0,70.0,0.1,368.0,38.0,25.0,3873.0,1710.0,38.0,57.49,57.49,6.5,6.51,20.09,20.81,94.6,2026-08-17T06:03:19,https://www.screener.in/company/COHANCE/consolidated/
CAMS,19553.0,788.0,39.5,47.0,36.3,53.3,8.0,16.0,17.0,5.0,17.0,21.0,127.0,108.0,False,46.0,43.0,3.0,2.0,395.0,354.0,11.6,9.0,64.0,93.0,0.05,584.0,50.0,49.0,1271.0,733.0,25.0,0.0,0.0,44.88,46.9,23.54,20.76,,2026-08-09T05:48:14,https://www.screener.in/company/CAMS/consolidated/
CROMPTON,16095.0,250.0,35.5,18.1,10.6,46.1,8.0,6.0,11.0,-14.0,-10.0,-11.0,143.0,124.0,False,10.0,10.0,1.0,0.0,2235.0,1998.0,11.9,4.0,199.0,1005.0,0.07,723.0,129.0,127.0,2838.0,2533.0,64.5,,,19.89,25.56,66.46,61.24,,2026-08-09T05:49:45,https://www.screener.in/company/CROMPTON/consolidated/
CYIENT,9530.0,858.0,23.4,12.3,8.61,511.0,3.0,7.0,12.0,-35.0,-5.0,5.0,109.0,157.0,False,13.0,13.0,0.0,0.0,2076.0,1712.0,21.3,2.0,431.0,1218.0,0.08,787.0,56.0,55.0,5626.0,3411.0,11.2,24.7,23.28,14.53,15.28,37.49,39.51,,2026-08-09T05:54:21,https://www.screener.in/company/CYIENT/consolidated/
DCMSHRIRAM,16436.0,1054.0,12.0,11.5,11.5,495.0,11.0,5.0,10.0,122.0,-1.0,5.0,693.0,114.0,False,9.0,9.0,2.0,0.0,3564.0,3262.0,9.3,9.0,2923.0,1707.0,0.38,1234.0,31.0,31.0,7681.0,6162.0,15.5,66.53,66.53,3.89,3.97,8.45,8.24,,2026-08-19T05:36:46,https://www.screener.in/company/DCMSHRIRAM/consolidated/
DOMS,13383.0,2205.0,61.6,24.3,20.7,201.0,20.0,24.0,42.0,5.0,34.0,91.0,45.0,59.0,False,12.0,18.0,0.0,0.0,671.0,562.0,19.4,9.0,141.0,140.0,0.12,254.0,61.0,0.37,1159.0,337.0,6.1,63.38,70.38,7.5,8.5,25.91,17.71,,2026-08-17T06:10:58,https://www.screener.in/company/DOMS/consolidated/
DEEPAKNTR,24503.0,1796.0,30.9,11.4,9.82,428.0,7.0,0.0,13.0,31.0,-13.0,-7.0,345.0,112.0,False,21.0,10.0,3.0,3.0,2578.0,1890.0,36.4,1.0,1638.0,73.0,0.28,539.0,27.0,27.0,5810.0,4063.0,13.5,49.34,49.28,6.24,6.21,23.76,22.7,,2026-08-09T05:54:44,https://www.screener.in/company/DEEPAKNTR/consolidated/
DELHIVERY,36101.0,482.0,202.0,2.82,1.87,129.0,18.0,13.0,24.0,27.0,30.0,20.0,72.0,73.0,False,8.0,5.0,0.0,5.0,2850.0,2192.0,30.0,9.0,1463.0,923.0,0.15,911.0,75.0,73.0,9612.0,9104.0,75.0,,,41.93,51.65,43.07,32.05,,2026-08-02T07:23:06,https://www.screener.in/company/DELHIVERY/consolidated/
DEVYANI,16611.0,135.0,,4.75,-1.56,12.5,15.0,23.0,38.0,31.0,,12.0,17.0,2.0,False,16.0,15.0,2.0,1.0,1581.0,1357.0,16.5,9.0,3833.0,1565.0,2.49,927.0,123.0,120.0,1419.0,850.0,123.0,61.37,61.41,6.81,6.55,18.84,19.76,,2026-08-09T05:54:37,https://www.screener.in/company/DEVYANI/consolidated/
EIDPARRY,13795.0,775.0,17.0,17.0,7.85,493.0,16.0,3.0,16.0,-10.0,-11.0,7.0,312.0,464.0,False,8.0,9.0,0.0,0.0,9018.0,8720.0,3.4,8.0,3528.0,1618.0,0.4,1542.0,18.0,18.0,8748.0,6067.0,18.0,41.28,41.49,11.21,12.77,16.67,15.57,,2026-08-16T05:19:15,https://www.screener.in/company/EIDPARRY/consolidated/
EIHOTEL,18933.0,303.0,26.1,20.7,14.5,84.2,8.0,13.0,43.0,-8.0,25.0,32.0,120.0,37.0,False,25.0,28.0,1.0,0.0,657.0,574.0,14.5,9.0,252.0,238.0,0.05,993.0,125.0,125.0,5137.0,3250.0,62.5,32.85,32.85,6.65,5.93,13.78,14.17,,2026-08-22T05:32:56,https://www.screener.in/company/EIHOTEL/consolidated/
ELECON,9710.0,433.0,32.1,20.9,16.4,103.0,3.0,16.0,18.0,-33.0,14.0,44.0,70.0,175.0,False,21.0,27.0,0.0,0.0,521.0,491.0,6.1,1.0,273.0,52.0,0.12,314.0,22.0,22.0,2283.0,1257.0,22.0,59.28,59.28,6.99,8.31,7.18,4.13,,2026-08-17T06:03:05,https://www.screener.in/company/ELECON/consolidated/
EMAMILTD,17547.0,402.0,23.2,28.1,26.2,67.0,3.0,4.0,6.0,-7.0,5.0,11.0,139.0,164.0,False,22.0,23.0,0.0,0.0,1039.0,904.0,14.9,1.0,162.0,91.0,0.06,801.0,44.0,44.0,2880.0,2259.0,44.0,54.84,54.84,7.87,10.93,27.0,25.0,,2026-08-17T06:02:47,https://www.screener.in/company/EMAMILTD/consolidated/
ERIS,18579.0,1341.0,28.3,14.1,18.7,282.0,10.0,23.0,21.0,69.0,19.0,12.0,143.0,125.0,False,34.0,36.0,6.0,0.0,873.0,773.0,12.9,9.0,2359.0,877.0,0.6,538.0,14.0,14.0,3889.0,2182.0,14.0,54.14,54.85,5.76,7.21,20.71,19.36,,2026-08-17T06:09:02,https://www.screener.in/company/ERIS/consolidated/
